DBpedia_URI	cluster	DBpedia_URI_Base32
http://dbpedia.org/resource/Zongo	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6WTPNZTW6===
http://dbpedia.org/resource/Gerd_Kashaneh	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3FOJSF6S3BONUGC3TFNA======
http://dbpedia.org/resource/Kolvanaq	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3PNR3GC3TBOE======
http://dbpedia.org/resource/Fukuyama,_Hiroshima	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTVNN2XSYLNMEWF6SDJOJXXG2DJNVQQ====
http://dbpedia.org/resource/Zavareh	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6WTBOZQXEZLI
http://dbpedia.org/resource/Atmore,_Alabama	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLUNVXXEZJML5AWYYLCMFWWC===
http://dbpedia.org/resource/Gothenburg	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3PORUGK3TCOVZGO===
http://dbpedia.org/resource/Akron,_Ohio	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLLOJXW4LC7J5UGS3Y=
http://dbpedia.org/resource/Crystal_Falls,_Michigan	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3SPFZXIYLML5DGC3DMOMWF6TLJMNUGSZ3BNY======
http://dbpedia.org/resource/Carytown,_Missouri	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BOJ4XI33XNYWF6TLJONZW65LSNE======
http://dbpedia.org/resource/Gondia	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3PNZSGSYI=
http://dbpedia.org/resource/Covington,_Louisiana	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3POZUW4Z3UN5XCYX2MN52WS43JMFXGC===
http://dbpedia.org/resource/Fruitland,_Maryland	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTSOVUXI3DBNZSCYX2NMFZHS3DBNZSA====
http://dbpedia.org/resource/OCL_Industrial_Township	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T2DJRPUS3TEOVZXI4TJMFWF6VDPO5XHG2DJOA======
http://dbpedia.org/resource/Lester,_Iowa	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDFON2GK4RML5EW653B
http://dbpedia.org/resource/Kodala	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3PMRQWYYI=
http://dbpedia.org/resource/College_City,_Arkansas	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PNRWGKZ3FL5BWS5DZFRPUC4TLMFXHGYLT
http://dbpedia.org/resource/Lota,_Chile	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDPORQSYX2DNBUWYZI=
http://dbpedia.org/resource/Latimer,_Iowa	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDBORUW2ZLSFRPUS33XME======
http://dbpedia.org/resource/Belleville,_Illinois	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTFNRWGK5TJNRWGKLC7JFWGY2LON5UXG===
http://dbpedia.org/resource/El_Dorado,_Arkansas	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLML5CG64TBMRXSYX2BOJVWC3TTMFZQ====
http://dbpedia.org/resource/Lawtey,_Florida	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDBO52GK6JML5DGY33SNFSGC===
http://dbpedia.org/resource/Caliente,_Nevada	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BNRUWK3TUMUWF6TTFOZQWIYI=
http://dbpedia.org/resource/Uvira	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLWNFZGC===
http://dbpedia.org/resource/Phaphund	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDIMFYGQ5LOMQ======
http://dbpedia.org/resource/Kumenan,_Okayama	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3VNVSW4YLOFRPU623BPFQW2YI=
http://dbpedia.org/resource/Curti,_Goa	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3VOJ2GSLC7I5XWC===
http://dbpedia.org/resource/Hominy,_Oklahoma	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDPNVUW46JML5HWW3DBNBXW2YI=
http://dbpedia.org/resource/Grady,_Arkansas	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3SMFSHSLC7IFZGWYLOONQXG===
http://dbpedia.org/resource/Jinjiang,_Fujian	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6STJNZVGSYLOM4WF6RTVNJUWC3Q=
http://dbpedia.org/resource/Parola,_Maharashtra	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDBOJXWYYJML5GWC2DBOJQXG2DUOJQQ====
http://dbpedia.org/resource/Kinloch,_Missouri	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3JNZWG6Y3IFRPU22LTONXXK4TJ
http://dbpedia.org/resource/Kaplan,_Louisiana	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3BOBWGC3RML5GG65LJONUWC3TB
http://dbpedia.org/resource/Layyah	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDBPF4WC2A=
http://dbpedia.org/resource/Cooter,_Missouri	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PN52GK4RML5GWS43TN52XE2I=
http://dbpedia.org/resource/Ellendale,_North_Dakota	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLMNRSW4ZDBNRSSYX2ON5ZHI2C7IRQWW33UME======
http://dbpedia.org/resource/Porto_Alegre_Public_Market	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDPOJ2G6X2BNRSWO4TFL5IHKYTMNFRV6TLBOJVWK5A=
http://dbpedia.org/resource/Aswan	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLTO5QW4===
http://dbpedia.org/resource/Rupnagar	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTVOBXGCZ3BOI======
http://dbpedia.org/resource/Hoyt,_Kansas	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDPPF2CYX2LMFXHGYLT
http://dbpedia.org/resource/Arcelia	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLSMNSWY2LB
http://dbpedia.org/resource/Guntakal	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3VNZ2GC23BNQ======
http://dbpedia.org/resource/Gwangmyeong	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3XMFXGO3LZMVXW4ZY=
http://dbpedia.org/resource/Chandler,_Oklahoma	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3IMFXGI3DFOIWF6T3LNRQWQ33NME======
http://dbpedia.org/resource/Dallas_Center,_Iowa	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDBNRWGC427INSW45DFOIWF6SLPO5QQ====
http://dbpedia.org/resource/Elbeyli	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLMMJSXS3DJ
http://dbpedia.org/resource/Mojen	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLPNJSW4===
http://dbpedia.org/resource/Vazvan	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VTBPJ3GC3Q=
http://dbpedia.org/resource/Ellston,_Iowa	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLMNRZXI33OFRPUS33XME======
http://dbpedia.org/resource/Luoding	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDVN5SGS3TH
http://dbpedia.org/resource/Samtah	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3BNV2GC2A=
http://dbpedia.org/resource/Bronaugh,_Missouri	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTSN5XGC5LHNAWF6TLJONZW65LSNE======
http://dbpedia.org/resource/Tutkabon	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDVORVWCYTPNY======
http://dbpedia.org/resource/Lovilia,_Iowa	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDPOZUWY2LBFRPUS33XME======
http://dbpedia.org/resource/Long_Beach,_Mississippi	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDPNZTV6QTFMFRWQLC7JVUXG43JONZWS4DQNE======
http://dbpedia.org/resource/Badulla	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBMR2WY3DB
http://dbpedia.org/resource/Albion,_Idaho	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLMMJUW63RML5EWIYLIN4======
http://dbpedia.org/resource/Olivares,_Spain	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3MNF3GC4TFOMWF6U3QMFUW4===
http://dbpedia.org/resource/Ivanava	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SLWMFXGC5TB
http://dbpedia.org/resource/Rahimabad,_Iran	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTBNBUW2YLCMFSCYX2JOJQW4===
http://dbpedia.org/resource/Chhutmalpur	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3INB2XI3LBNRYHK4Q=
http://dbpedia.org/resource/Abengourou	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLCMVXGO33VOJXXK===
http://dbpedia.org/resource/Bisheaba	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTJONUGKYLCME======
http://dbpedia.org/resource/Madytos_(Thrace)	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLBMR4XI33TL4UFI2DSMFRWKKI=
http://dbpedia.org/resource/Loyall,_Kentucky	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDPPFQWY3BML5FWK3TUOVRWW6I=
http://dbpedia.org/resource/Kisarazu	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3JONQXEYL2OU======
http://dbpedia.org/resource/Harrisburg,_Oregon	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDBOJZGS43COVZGOLC7J5ZGKZ3PNY======
http://dbpedia.org/resource/Ramian	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTBNVUWC3Q=
http://dbpedia.org/resource/Belpre,_Ohio	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTFNRYHEZJML5HWQ2LP
http://dbpedia.org/resource/Circleville,_Kansas	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3JOJRWYZLWNFWGYZJML5FWC3TTMFZQ====
http://dbpedia.org/resource/Downtown_Visalia	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDPO5XHI33XNZPVM2LTMFWGSYI=
http://dbpedia.org/resource/Cupertino,_California	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3VOBSXE5DJNZXSYX2DMFWGSZTPOJXGSYI=
http://dbpedia.org/resource/Live_Oak,_Sutter_County,_California	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDJOZSV6T3BNMWF6U3VOR2GK4S7INXXK3TUPEWF6Q3BNRUWM33SNZUWC===
http://dbpedia.org/resource/Alexandria,_Louisiana	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLMMV4GC3TEOJUWCLC7JRXXK2LTNFQW4YI=
http://dbpedia.org/resource/Jenks,_Oklahoma	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6STFNZVXGLC7J5VWYYLIN5WWC===
http://dbpedia.org/resource/Esmond,_North_Dakota	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLTNVXW4ZBML5HG64TUNBPUIYLLN52GC===
http://dbpedia.org/resource/Larson,_North_Dakota	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDBOJZW63RML5HG64TUNBPUIYLLN52GC===
http://dbpedia.org/resource/Blairstown,_Iowa	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTMMFUXE43UN53W4LC7JFXXOYI=
http://dbpedia.org/resource/Mito,_Ibaraki	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLJORXSYX2JMJQXEYLLNE======
http://dbpedia.org/resource/Holly_Grove,_Arkansas	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDPNRWHSX2HOJXXMZJML5AXE23BNZZWC4Y=
http://dbpedia.org/resource/Chikuzen,_Fukuoka	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3INFVXK6TFNYWF6RTVNN2W623B
http://dbpedia.org/resource/St_Michael's_Church,_Michael_Patnam	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3UL5GWSY3IMFSWYJ3TL5BWQ5LSMNUCYX2NNFRWQYLFNRPVAYLUNZQW2===
http://dbpedia.org/resource/Blairstown,_Missouri	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTMMFUXE43UN53W4LC7JVUXG43POVZGS===
http://dbpedia.org/resource/Lisbon,_North_Dakota	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDJONRG63RML5HG64TUNBPUIYLLN52GC===
http://dbpedia.org/resource/Fairfield,_Nebraska	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTBNFZGM2LFNRSCYX2OMVRHEYLTNNQQ====
http://dbpedia.org/resource/Nanjing	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTBNZVGS3TH
http://dbpedia.org/resource/Caspian,_Michigan	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BONYGSYLOFRPU22LDNBUWOYLO
http://dbpedia.org/resource/Greenbelt,_Maryland	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3SMVSW4YTFNR2CYX2NMFZHS3DBNZSA====
http://dbpedia.org/resource/Maarrat_al-Nu'man	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLBMFZHEYLUL5QWYLKOOUTW2YLO
http://dbpedia.org/resource/Spremberg	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3QOJSW2YTFOJTQ====
http://dbpedia.org/resource/Barnsdall,_Oklahoma	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBOJXHGZDBNRWCYX2PNNWGC2DPNVQQ====
http://dbpedia.org/resource/Mandawa	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLBNZSGC53B
http://dbpedia.org/resource/Alpharetta,_Georgia	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLMOBUGC4TFOR2GCLC7I5SW64THNFQQ====
http://dbpedia.org/resource/Destinikon	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDFON2GS3TJNNXW4===
http://dbpedia.org/resource/Harding,_Minnesota	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDBOJSGS3THFRPU22LONZSXG33UME======
http://dbpedia.org/resource/Zarasai	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6WTBOJQXGYLJ
http://dbpedia.org/resource/Hercules,_California	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDFOJRXK3DFOMWF6Q3BNRUWM33SNZUWC===
http://dbpedia.org/resource/Periyakudal	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDFOJUXSYLLOVSGC3A=
http://dbpedia.org/resource/Golden_Valley,_Minnesota	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3PNRSGK3S7KZQWY3DFPEWF6TLJNZXGK43PORQQ====
http://dbpedia.org/resource/Aragon,_Georgia	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLSMFTW63RML5DWK33SM5UWC===
http://dbpedia.org/resource/Houston,_Alaska	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDPOVZXI33OFRPUC3DBONVWC===
http://dbpedia.org/resource/Florence,_Alabama	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTMN5ZGK3TDMUWF6QLMMFRGC3LB
http://dbpedia.org/resource/Raz,_Iran	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTBPIWF6SLSMFXA====
http://dbpedia.org/resource/Manafaga	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLBNZQWMYLHME======
http://dbpedia.org/resource/Farmington,_Iowa	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTBOJWWS3THORXW4LC7JFXXOYI=
http://dbpedia.org/resource/Ahmedabad_Cantonment	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLINVSWIYLCMFSF6Q3BNZ2G63TNMVXHI===
http://dbpedia.org/resource/Dalhousie_Cantonment	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDBNRUG65LTNFSV6Q3BNZ2G63TNMVXHI===
http://dbpedia.org/resource/Dearing,_Kansas	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDFMFZGS3THFRPUWYLOONQXG===
http://dbpedia.org/resource/Brownsdale,_Minnesota	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTSN53W443EMFWGKLC7JVUW43TFONXXIYI=
http://dbpedia.org/resource/Gliwice	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3MNF3WSY3F
http://dbpedia.org/resource/Damaturu	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDBNVQXI5LSOU======
http://dbpedia.org/resource/La_Mirada,_California	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDBL5GWS4TBMRQSYX2DMFWGSZTPOJXGSYI=
http://dbpedia.org/resource/Ogasawara,_Tokyo	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3HMFZWC53BOJQSYX2UN5VXS3Y=
http://dbpedia.org/resource/Grenola,_Kansas	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3SMVXG63DBFRPUWYLOONQXG===
http://dbpedia.org/resource/Tostado,_Santa_Fe	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDPON2GCZDPFRPVGYLOORQV6RTF
http://dbpedia.org/resource/Lone_Elm,_Kansas	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDPNZSV6RLMNUWF6S3BNZZWC4Y=
http://dbpedia.org/resource/Bad_Windsheim	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBMRPVO2LOMRZWQZLJNU======
http://dbpedia.org/resource/Fulton,_Illinois	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTVNR2G63RML5EWY3DJNZXWS4Y=
http://dbpedia.org/resource/Coburg,_Iowa	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PMJ2XEZZML5EW653B
http://dbpedia.org/resource/Edgerton,_Kansas	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLEM5SXE5DPNYWF6S3BNZZWC4Y=
http://dbpedia.org/resource/Ashville,_Alabama	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLTNB3GS3DMMUWF6QLMMFRGC3LB
http://dbpedia.org/resource/Delfzijl	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDFNRTHU2LKNQ======
http://dbpedia.org/resource/Ihlen,_Minnesota	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SLINRSW4LC7JVUW43TFONXXIYI=
http://dbpedia.org/resource/Cleveland,_Georgia	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3MMV3GK3DBNZSCYX2HMVXXEZ3JME======
http://dbpedia.org/resource/Calera,_Alabama	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BNRSXEYJML5AWYYLCMFWWC===
http://dbpedia.org/resource/Goshen,_Arkansas	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3PONUGK3RML5AXE23BNZZWC4Y=
http://dbpedia.org/resource/Anarak	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLOMFZGC2Y=
http://dbpedia.org/resource/Ras_al-Ayn	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTBONPWC3BNIF4W4===
http://dbpedia.org/resource/Mohiabad	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLPNBUWCYTBMQ======
http://dbpedia.org/resource/Chiba,_Chiba	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3INFRGCLC7INUGSYTB
http://dbpedia.org/resource/Dharchula	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDIMFZGG2DVNRQQ====
http://dbpedia.org/resource/Flint,_Michigan	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTMNFXHILC7JVUWG2DJM5QW4===
http://dbpedia.org/resource/Guntur	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3VNZ2HK4Q=
http://dbpedia.org/resource/Diamond_Harbour	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDJMFWW63TEL5EGC4TCN52XE===
http://dbpedia.org/resource/Greene,_Iowa	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3SMVSW4ZJML5EW653B
http://dbpedia.org/resource/Limoeiro	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDJNVXWK2LSN4======
http://dbpedia.org/resource/Ayagawa,_Kagawa	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLZMFTWC53BFRPUWYLHMF3WC===
