SubjectID,Document1,Document2,Similarity,Time
2,36,22,1,10.886
2,46,22,2,13.299
2,11,23,3,14.661
2,13,23,1,9.794
2,19,23,1,20.049
2,21,23,2,7.932
2,26,23,1,45.606
2,46,23,1,21.841
2,8,24,1,22.642
2,10,24,3,25.637
2,14,24,1,47.418
2,17,24,3,7.540
2,37,24,1,38.456
2,6,25,1,6.419
2,12,25,1,22.022
2,13,25,1,10.304
2,36,25,1,9.073
2,47,25,1,19.659
2,2,26,1,20.860
2,9,26,1,44.354
2,27,26,1,8.392
2,40,26,1,16.724
2,50,26,1,8.862
2,4,27,3,19.628
2,13,27,2,8.322
2,42,27,3,40.888
2,47,27,1,23.574
2,47,28,1,21.931
2,48,28,2,41.650
2,6,29,1,6.209
2,25,29,1,15.773
2,41,29,1,18.226
2,42,29,2,49.051
2,45,29,2,26.468
2,47,29,1,4.066
2,9,30,1,6.500
2,10,30,1,8.422
2,23,30,1,5.108
2,26,30,2,7.551
2,34,30,1,30.033
2,9,31,1,63.732
2,25,31,1,9.453
2,26,31,1,29.683
2,23,32,1,8.141
2,34,32,1,4.406
2,50,32,5,24.926
2,6,33,1,52.095
2,13,33,1,21.441
2,25,33,1,2.944
2,28,33,1,9.964
2,46,34,1,8.443
2,14,35,1,47.208
2,21,35,1,19.097
2,28,35,1,3.455
2,34,35,1,29.112
2,36,35,1,14.671
2,44,35,1,22.422
2,13,36,1,41.490
2,29,36,3,20.299
2,38,36,2,15.342
2,42,36,2,7.060
2,44,36,1,36.933
2,10,37,1,50.643
2,15,37,1,45.054
2,29,37,1,12.328
2,33,37,1,27.740
2,40,37,4,81.697
2,5,38,2,35.371
2,11,38,3,26.188
2,22,38,1,19.268
2,26,38,1,9.294
2,33,38,3,25.797
2,35,38,1,30.204
2,7,39,1,23.533
2,11,39,1,36.022
2,32,39,1,8.402
2,44,39,1,12.118
2,47,39,1,42.230
2,6,40,1,12.308
2,10,40,1,7.461
2,21,40,1,14.271
2,22,40,1,43.703
2,30,40,1,25.717
2,11,41,1,76.811
2,12,41,1,18.356
2,19,41,1,10.925
2,30,41,1,13.510
2,38,41,1,6.760
2,3,42,3,12.869
2,9,42,1,19.268
2,16,42,3,14.171
2,34,42,1,23.114
2,49,42,1,30.313
2,7,43,1,13.089
2,8,43,1,2.313
2,9,43,2,33.217
2,31,43,1,4.636
2,33,43,1,15.201
2,38,43,1,16.323
2,39,43,1,36.583
2,28,44,1,15.582
2,32,44,2,12.228
2,43,44,1,30.183
2,50,44,1,13.829
2,18,45,1,16.053
2,19,45,1,24.045
2,8,46,3,38.806
2,9,46,1,3.285
2,11,46,1,26.318
2,16,46,1,34.089
2,18,46,1,27.780
2,27,46,1,39.677
2,29,46,4,7.420
2,38,46,1,11.947
2,10,47,2,32.727
2,13,47,1,28.121
2,18,47,1,9.915
2,3,48,3,10.816
2,7,48,1,28.320
2,12,48,2,21.981
2,21,48,2,14.360
2,41,48,1,13.179
2,1,49,1,17.235
2,38,49,1,8.252
2,50,49,1,27.409
2,28,50,2,26.929
2,37,50,1,9.093
3,2,1,2,4.697
3,14,1,5,16.954
3,27,1,2,20.559
3,34,2,1,1.952
3,38,2,2,67.037
3,43,2,1,16.444
3,6,3,4,36.483
3,10,3,2,41.239
3,17,3,2,31.936
3,19,3,2,4.907
3,47,3,2,11.446
3,8,4,4,24.515
3,12,4,5,9.934
3,33,4,1,14.671
3,35,4,1,3.855
3,42,4,3,20.770
3,50,4,3,10.425
3,3,5,4,57.102
3,15,5,1,9.303
3,17,5,2,21.131
3,18,5,2,7.931
3,36,5,4,33.107
3,48,5,2,10.735
3,1,6,2,18.987
3,9,6,1,3.675
3,16,6,1,28.471
3,21,6,1,2.614
3,26,6,3,5.869
3,43,6,1,2.613
3,46,6,1,5.588
3,3,7,3,6.619
3,17,7,3,7.100
3,27,7,3,6.559
3,34,7,1,27.169
3,49,7,1,9.854
3,9,8,2,22.061
3,13,8,2,13.800
3,14,8,1,22.953
3,20,8,1,30.954
3,4,9,1,4.336
3,35,9,1,3.155
3,36,9,1,3.395
3,41,9,3,4.657
3,48,9,1,5.178
3,11,10,5,31.184
3,46,10,2,6.409
3,5,11,4,19.668
3,7,11,2,53.487
3,17,11,2,12.919
3,24,11,3,26.378
3,7,12,5,40.278
3,11,12,4,5.768
3,15,12,1,6.709
3,20,12,2,5.128
3,21,12,5,24.225
3,27,12,4,5.158
3,28,12,4,10.956
3,30,12,1,18.016
3,36,12,5,49.862
3,37,12,2,24.194
3,47,12,1,7.851
3,20,13,2,6.008
3,38,13,2,14.551
3,41,13,3,15.783
3,23,14,1,72.334
3,27,14,1,3.926
3,28,14,2,17.495
3,30,14,1,15.171
3,32,14,3,15.472
3,40,14,1,5.247
3,44,14,2,5.508
3,46,14,1,7.070
3,1,15,1,31.646
3,3,15,2,10.996
3,17,15,1,4.306
3,23,15,1,23.594
3,48,15,1,39.006
3,1,16,2,21.501
3,17,16,3,11.016
3,35,16,1,13.980
3,37,16,2,14.401
3,39,16,1,4.446
3,29,18,2,5.087
3,32,18,4,9.925
3,14,19,1,2.945
3,15,19,1,8.072
3,21,19,2,14.912
3,27,19,2,23.434
3,29,19,2,39.617
3,36,19,3,30.314
3,14,20,2,3.605
3,27,20,1,24.986
3,29,20,2,92.363
3,1,21,1,4.937
3,14,21,1,2.283
3,39,21,1,8.072
3,44,21,2,7.370
3,49,21,1,3.044
3,1,22,4,9.253
3,4,23,2,39.186
3,7,23,3,7.010
3,24,23,3,6.139
3,28,23,3,11.266
3,33,23,3,4.927
3,9,24,1,5.959
3,15,24,1,16.173
3,21,24,2,6.580
3,38,24,2,45.164
3,47,24,1,32.066
3,7,25,4,34.480
3,37,25,2,15.783
3,4,26,4,7.761
3,8,26,4,18.156
3,20,26,3,11.837
3,9,27,2,35.391
3,11,27,4,82.128
3,18,27,2,25.177
3,30,27,1,3.835
3,37,27,3,21.851
3,49,27,1,3.034
3,3,28,3,73.136
3,6,28,2,16.364
3,9,28,1,6.659
3,29,28,3,58.104
3,45,28,2,29.272
3,38,29,3,38.535
3,40,29,2,57.863
3,50,29,3,54.168
3,7,30,1,4.607
3,18,30,1,3.755
3,36,30,1,4.467
3,37,30,1,3.605
3,43,30,1,3.255
3,49,30,1,37.324
3,14,31,1,4.457
3,23,31,1,26.088
3,35,31,1,10.525
3,37,31,2,16.164
3,41,31,2,7.241
3,49,31,1,3.726
3,2,32,1,11.025
3,6,32,2,4.627
3,19,32,2,8.532
3,29,32,2,23.874
3,31,32,1,3.936
3,36,32,5,22.622
3,5,33,2,41.800
3,18,33,1,2.734
3,24,33,2,55.319
3,27,33,2,13.389
3,45,33,2,7.081
3,6,34,1,7.231
3,8,34,1,4.497
3,21,34,1,4.006
3,23,34,1,5.467
3,24,34,1,5.828
3,29,34,1,14.190
3,43,34,5,5.739
3,7,35,1,10.755
3,26,35,1,20.249
3,46,35,1,1.632
3,49,35,1,2.784
3,33,36,1,8.922
3,45,36,3,16.253
3,49,36,1,3.626
3,1,37,2,4.807
3,23,37,2,3.696
3,28,37,2,5.297
3,32,37,2,13.439
3,47,37,4,20.610
3,48,37,2,11.406
3,27,38,2,14.421
3,45,38,2,6.118
3,10,39,1,3.785
3,48,39,2,24.446
3,4,40,3,22.732
3,15,40,3,8.172
3,23,40,2,3.976
3,44,40,2,43.472
3,6,41,2,4.236
3,27,41,1,27.510
3,49,41,1,6.349
3,28,42,2,41.160
3,5,43,2,28.922
3,10,43,1,3.776
3,14,43,1,3.726
3,20,43,5,5.898
3,24,43,1,39.717
3,35,43,1,11.447
3,12,44,3,107.274
3,13,44,1,7.651
3,25,44,2,4.927
3,38,44,3,7.441
3,2,45,2,14.561
3,27,45,4,28.621
3,39,45,1,11.817
3,48,45,2,25.566
3,5,46,2,23.935
3,20,46,2,3.976
3,28,46,2,6.580
3,30,46,1,10.074
3,40,46,3,13.078
3,41,46,2,46.987
3,47,46,1,7.370
3,2,47,1,2.794
3,31,47,2,31.906
3,6,48,2,2.113
3,13,48,2,32.767
3,25,49,1,2.864
3,29,49,1,2.524
3,15,50,3,5.477
3,22,50,4,7.491
3,46,50,1,15.813
4,5,1,3,40.639
4,8,1,1,4.507
4,13,2,2,19.708
4,23,2,1,34.459
4,27,2,1,7.090
4,41,2,1,12.087
4,44,2,1,9.553
4,31,3,1,8.793
4,36,3,2,13.569
4,41,4,1,4.156
4,45,4,1,17.776
4,46,4,1,10.425
4,48,4,2,56.641
4,49,4,1,11.657
4,9,5,1,15.602
4,26,5,1,6.419
4,44,5,1,16.584
4,49,5,1,5.899
4,1,7,1,12.849
4,31,7,1,8.693
4,27,8,2,15.463
4,47,8,1,14.691
4,3,9,1,28.100
4,14,9,1,12.949
4,34,10,1,14.261
4,41,10,1,21.631
4,20,11,2,39.136
4,34,11,1,2.604
4,18,12,2,14.110
4,40,12,2,17.035
4,10,13,1,16.023
4,26,13,1,16.734
4,35,13,3,14.821
4,39,13,1,30.054
4,45,13,1,4.737
4,48,14,3,25.697
4,13,15,2,13.400
4,16,15,2,20.730
4,33,15,4,19.418
4,7,16,4,22.463
4,33,16,1,11.306
4,21,17,1,6.790
4,28,18,1,8.853
4,43,18,3,25.026
4,34,19,1,7.471
4,50,19,2,28.481
4,10,20,1,18.206
4,22,20,2,18.817
4,39,20,1,8.743
4,37,21,1,22.462
4,42,21,3,21.912
4,24,22,1,10.115
4,33,22,2,13.729
4,41,22,1,5.247
4,43,22,2,8.513
4,8,23,1,17.144
4,49,23,1,4.707
4,35,24,1,7.721
4,36,24,4,30.163
4,22,25,1,18.417
4,3,26,1,28.451
4,22,26,1,15.963
4,32,26,2,16.053
4,10,27,2,13.790
4,15,27,1,8.743
4,24,27,1,27.550
4,28,27,3,25.707
4,31,27,2,15.933
4,36,27,3,9.023
4,2,28,1,6.709
4,5,28,1,12.698
4,10,28,3,37.003
4,38,28,1,20.149
4,3,30,1,12.648
4,31,30,3,14.782
4,38,30,1,26.729
4,42,30,1,19.027
4,16,31,1,20.930
4,28,31,2,12.518
4,42,31,1,25.527
4,12,32,4,31.745
4,21,33,2,15.172
4,26,33,1,5.889
4,32,33,1,8.883
4,44,33,1,18.817
4,45,34,1,6.639
4,50,34,1,22.662
4,23,35,1,9.053
4,33,35,3,48.129
4,41,35,1,6.990
4,48,35,1,18.086
4,4,36,4,19.007
4,23,36,3,5.929
4,26,36,1,11.998
4,43,36,1,7.561
4,19,37,4,16.173
4,35,37,1,11.777
4,18,38,3,13.629
4,32,38,2,13.189
4,39,38,1,16.184
4,12,39,2,38.575
4,34,39,1,52.235
4,3,40,1,20.649
4,33,40,3,10.665
4,18,41,1,17.065
4,24,41,1,32.417
4,23,42,2,15.673
4,39,42,1,9.824
4,3,44,1,5.237
4,45,44,1,8.933
4,48,44,1,12.998
4,7,45,3,47.819
4,31,45,2,22.282
4,31,46,1,6.549
4,37,46,3,102.568
4,23,47,2,8.623
4,31,48,1,7.021
4,36,48,3,21.070
4,16,49,1,14.771
4,24,49,1,9.904
4,47,49,1,10.385
4,14,50,3,35.511
4,31,50,1,11.376
4,43,50,2,47.658
4,45,50,2,7.361
5,12,1,1,11.326
5,6,2,1,3.105
5,7,2,1,25.927
5,19,2,1,9.634
5,21,2,1,33.518
5,1,3,2,25.527
5,4,3,1,20.430
5,23,3,1,8.352
5,34,3,1,18.576
5,35,3,2,11.246
5,1,4,1,32.947
5,32,4,1,7.882
5,38,4,2,19.318
5,24,5,4,12.839
5,29,5,1,17.836
5,14,6,1,4.206
5,18,6,1,5.438
5,22,6,1,22.282
5,13,7,2,5.858
5,20,7,2,35.882
5,24,7,2,22.342
5,19,8,1,23.624
5,33,8,1,6.199
5,40,8,1,9.174
5,29,9,1,25.336
5,40,9,3,18.847
5,47,9,5,5.809
5,8,10,3,12.638
5,32,10,1,7.210
5,38,10,1,17.085
5,50,10,1,10.095
5,18,11,1,8.942
5,2,12,1,6.088
5,8,12,4,36.152
5,38,12,1,6.710
5,16,13,2,31.255
5,31,13,3,30.043
5,34,13,1,6.680
5,46,13,1,14.591
5,22,14,2,11.467
5,33,14,5,16.444
5,45,14,1,7.391
5,47,14,1,4.437
5,49,14,2,16.724
5,8,15,1,6.840
5,14,15,4,11.837
5,43,15,1,23.904
5,13,17,1,33.508
5,38,17,1,12.267
5,45,17,1,13.169
5,22,18,2,9.493
5,31,18,1,13.429
5,42,18,2,37.704
5,4,19,1,6.470
5,5,19,1,35.130
5,16,20,2,16.304
5,17,20,1,9.664
5,29,21,3,110.479
5,30,21,1,6.359
5,43,21,1,11.978
5,2,22,2,13.329
5,31,22,1,6.680
5,47,22,1,5.958
5,27,23,3,21.581
5,38,23,1,71.793
5,41,23,1,9.984
5,18,24,1,17.735
5,29,24,2,24.885
5,42,24,4,13.179
5,4,25,1,23.383
5,24,25,2,8.963
5,32,25,1,7.971
5,39,25,2,8.923
5,40,25,1,7.470
5,18,26,1,22.882
5,4,28,4,28.692
5,16,28,3,26.458
5,19,28,1,6.108
5,30,28,1,5.107
5,17,29,2,7.320
5,27,29,1,9.013
5,30,29,2,6.539
5,4,30,1,42.621
5,6,30,2,8.943
5,44,30,1,5.328
5,11,32,1,16.043
5,35,32,1,8.191
5,17,33,1,5.158
5,19,33,1,4.727
5,46,33,1,10.976
5,15,34,1,14.601
5,20,34,1,11.106
5,38,34,1,17.125
5,6,35,1,7.371
5,10,35,1,30.303
5,19,35,1,13.109
5,22,35,1,6.980
5,39,36,1,20.690
5,18,37,4,12.368
5,44,37,3,20.860
5,14,38,2,5.918
5,15,38,3,5.158
5,3,39,1,10.615
5,14,39,1,38.936
5,5,40,1,10.766
5,16,40,1,15.051
5,24,40,1,4.066
5,43,40,3,37.113
5,49,40,1,11.807
5,14,41,1,11.978
5,21,41,1,4.316
5,32,41,1,10.034
5,33,41,1,36.512
5,36,41,1,18.507
5,11,42,5,8.031
5,19,42,1,5.778
5,26,43,2,8.793
5,37,43,5,7.201
5,41,45,1,17.425
5,19,46,1,15.943
5,11,47,1,5.928
5,21,47,1,10.475
5,35,47,1,5.067
5,40,47,3,35.561
5,42,47,3,8.843
5,43,47,3,3.695
5,17,48,1,5.808
5,29,48,1,16.373
5,30,48,1,14.812
5,32,48,1,11.767
5,46,48,1,15.633
5,3,49,1,31.885
5,13,49,1,10.906
5,22,49,4,11.858
5,39,49,1,5.548
5,5,50,3,39.477
5,6,50,1,25.096
5,18,50,2,5.618
5,21,50,1,29.732
5,42,50,1,11.297
5,47,50,1,15.723
6,24,1,1,9.724
6,42,1,1,11.827
6,25,2,1,7.190
6,35,2,1,18.256
6,8,3,1,4.796
6,20,3,2,20.700
6,38,3,5,6.139
6,18,4,1,9.574
6,6,5,1,3.735
6,7,5,1,5.027
6,41,5,1,4.877
6,47,5,1,9.664
6,8,6,1,3.155
6,27,6,1,5.167
6,9,7,1,4.987
6,22,8,1,4.897
6,45,8,1,6.389
6,48,8,2,23.904
6,1,9,1,7.571
6,10,9,1,5.988
6,12,9,1,4.316
6,17,9,4,18.226
6,19,9,1,11.867
6,22,9,1,7.571
6,32,9,1,13.670
6,45,9,1,8.983
6,1,10,1,5.979
6,2,10,1,3.946
6,12,10,4,23.384
6,23,10,1,8.072
6,2,11,1,9.244
6,4,11,3,20.249
6,6,11,1,4.587
6,29,11,1,8.021
6,36,11,2,26.939
6,29,12,1,8.272
6,31,12,1,11.476
6,9,13,1,9.064
6,14,13,1,12.468
6,7,14,1,6.279
6,29,14,1,4.136
6,42,14,1,5.238
6,6,15,2,7.521
6,11,15,1,19.277
6,18,15,1,3.405
6,21,15,1,5.107
6,31,15,1,4.957
6,39,15,2,6.720
6,42,15,1,8.843
6,46,15,1,34.850
6,2,16,1,5.307
6,32,16,1,9.013
6,34,16,1,6.430
6,2,17,1,7.380
6,25,17,1,6.740
6,47,17,1,5.188
6,9,18,1,3.965
6,13,18,1,13.139
6,16,18,1,12.428
6,19,18,4,16.914
6,12,19,1,27.840
6,13,19,1,16.434
6,17,19,1,24.565
6,40,19,4,6.329
6,28,20,1,9.955
6,35,20,1,8.903
6,7,21,2,16.133
6,22,21,1,4.927
6,3,22,1,8.452
6,10,22,1,5.238
6,15,22,1,12.878
6,17,22,1,12.098
6,30,22,1,10.065
6,34,22,1,8.222
6,45,22,1,7.130
6,1,23,1,4.446
6,12,23,2,11.256
6,18,23,1,7.842
6,39,23,2,16.684
6,45,23,1,9.344
6,50,23,1,9.523
6,2,24,1,4.266
6,6,24,1,4.646
6,30,24,1,25.046
6,5,25,1,13.510
6,14,25,1,8.582
6,15,25,2,18.537
6,34,25,1,3.976
6,1,26,1,5.999
6,14,26,1,5.207
6,24,26,1,7.321
6,46,26,1,5.337
6,25,27,1,5.938
6,48,27,1,33.999
6,17,28,1,119.501
6,41,28,1,15.101
6,7,29,1,7.521
6,22,29,1,6.169
6,23,29,1,19.038
6,5,30,1,15.823
6,20,30,1,10.856
6,17,31,1,4.637
6,21,31,2,8.132
6,8,32,1,9.223
6,22,32,2,13.099
6,27,32,1,11.887
6,42,32,1,4.927
6,46,32,1,9.704
6,47,32,1,7.080
6,12,33,1,8.192
6,39,33,1,10.255
6,4,34,1,6.690
6,5,34,1,5.217
6,12,34,1,4.526
6,27,34,1,6.769
6,28,34,1,13.189
6,47,34,1,2.734
6,49,34,1,4.636
6,39,35,1,31.345
6,28,36,3,27.890
6,37,36,1,9.503
6,50,36,2,20.039
6,26,37,1,14.500
6,6,38,1,7.300
6,19,38,1,10.015
6,21,38,1,6.299
6,37,38,1,11.507
6,4,39,2,15.863
6,24,39,1,12.288
6,26,39,2,10.395
6,37,39,1,5.668
6,41,39,1,4.767
6,2,40,1,6.879
6,11,40,1,8.272
6,18,40,4,19.418
6,20,40,5,18.607
6,38,40,2,11.727
6,7,41,1,4.026
6,2,42,1,6.128
6,26,42,1,5.688
6,37,42,1,8.011
6,40,42,1,9.003
6,23,43,1,8.062
6,29,43,1,20.088
6,32,43,1,25.707
6,41,43,1,26.458
6,49,43,1,7.861
6,7,44,1,6.369
6,8,44,1,7.100
6,26,44,1,13.990
6,42,44,3,14.591
6,15,45,1,4.637
6,25,45,1,6.470
6,12,46,1,19.888
6,25,46,1,4.777
6,4,47,1,4.437
6,7,47,1,8.953
6,19,47,1,6.159
6,26,47,1,4.697
6,42,48,1,7.881
6,47,48,2,8.282
6,20,50,1,9.624
6,35,50,1,4.556
6,40,50,1,30.714
6,41,50,1,6.299
7,41,1,1,5.889
7,43,1,1,22.753
7,46,1,2,45.996
7,29,2,1,17.475
7,49,2,3,2.944
7,46,3,1,19.819
7,24,4,2,18.607
7,2,5,1,32.377
7,12,5,1,13.520
7,35,5,1,19.799
7,12,6,1,8.221
7,31,6,1,5.508
7,42,6,1,5.578
7,28,7,4,42.592
7,36,8,3,11.307
7,42,8,1,9.824
7,50,8,1,4.797
7,34,9,1,31.425
7,3,11,1,11.857
7,16,11,2,23.404
7,33,11,1,6.500
7,5,13,1,32.476
7,12,13,1,7.661
7,22,13,1,6.630
7,28,13,1,3.295
7,12,14,1,3.966
7,17,14,1,4.256
7,18,14,1,11.316
7,36,14,1,11.227
7,35,15,1,30.874
7,47,15,1,6.839
7,8,16,4,119.903
7,25,16,1,2.834
7,43,16,1,8.682
7,6,17,1,2.163
7,8,17,1,4.286
7,46,17,1,6.319
7,34,18,1,6.580
7,49,18,1,27.530
7,16,19,1,8.862
7,20,19,3,15.923
7,43,19,1,9.263
7,44,19,1,3.445
7,36,20,1,31.315
7,42,20,1,12.779
7,5,21,1,24.746
7,18,21,1,5.188
7,28,21,1,46.928
7,5,22,1,16.423
7,23,22,1,6.459
7,37,22,1,28.892
7,5,23,1,39.076
7,3,24,1,6.519
7,12,24,2,19.037
7,28,24,1,12.938
7,50,24,1,4.256
7,23,25,1,3.835
7,30,25,1,3.725
7,42,25,1,52.245
7,11,26,1,21.160
7,21,26,1,12.829
7,34,26,1,99.283
7,16,27,1,25.597
7,44,27,1,8.021
7,8,28,2,21.050
7,15,28,1,8.842
7,8,29,1,20.139
7,10,29,1,66.625
7,13,29,1,14.731
7,44,29,1,25.968
7,2,30,1,4.187
7,16,30,1,38.055
7,19,31,1,2.684
7,24,31,1,4.066
7,38,31,1,15.673
7,17,32,1,9.674
7,28,32,1,3.145
7,40,32,1,10.445
7,10,33,1,17.205
7,47,33,1,34.630
7,14,34,1,2.974
7,31,34,1,15.502
7,12,35,1,5.048
7,17,35,1,2.453
7,18,35,1,6.259
7,25,35,1,6.119
7,29,35,1,6.119
7,40,36,1,23.865
7,47,36,1,4.136
7,13,37,1,250.109
7,17,37,1,42.732
7,17,39,1,3.605
7,46,39,1,15.031
7,7,40,1,3.926
7,41,40,1,44.193
7,45,40,1,13.059
7,3,41,1,7.811
7,15,41,1,2.374
7,7,42,1,9.924
7,45,42,1,9.744
7,6,44,1,26.217
7,9,44,1,17.585
7,10,44,1,7.791
7,3,45,1,28.081
7,24,45,1,20.670
7,43,45,1,16.453
7,36,46,1,4.266
7,1,47,1,44.394
7,23,48,1,3.755
7,25,48,1,33.909
7,12,49,1,44.814
7,20,49,1,9.794
7,26,49,1,13.889
7,37,49,1,8.933
7,48,49,1,10.705
7,38,50,1,51.815
8,11,1,2,2.824
8,18,1,3,13.780
8,29,1,4,16.084
8,31,1,2,11.476
8,32,1,4,44.955
8,34,1,1,6.940
8,3,2,2,23.494
8,37,2,2,12.628
8,33,3,4,36.162
8,6,4,1,4.437
8,20,4,2,22.953
8,42,5,3,21.521
8,36,6,3,30.053
8,39,6,3,24.906
8,15,7,2,5.959
8,22,7,1,363.673
8,2,8,2,12.408
8,35,8,2,24.455
8,2,9,1,6.420
8,15,9,1,40.719
8,16,9,1,22.492
8,25,9,1,53.046
8,19,10,2,10.796
8,26,10,2,36.202
8,45,10,2,27.419
8,14,11,3,45.155
8,21,11,4,12.158
8,37,11,2,10.685
8,22,12,2,11.537
8,24,13,4,34.660
8,2,14,2,4.607
8,30,15,4,6.169
8,32,15,3,7.460
8,5,16,5,23.013
8,21,16,4,21.110
8,44,16,2,36.843
8,4,17,4,39.477
8,10,17,4,46.718
8,17,18,1,25.316
8,39,18,2,79.594
8,30,19,5,23.474
8,48,19,2,6.800
8,6,20,4,13.319
8,24,20,2,6.379
8,37,20,5,11.256
8,13,21,3,50.703
8,25,21,3,18.267
8,27,21,4,12.989
8,32,21,4,25.046
8,44,23,3,47.348
8,16,24,4,15.171
8,8,25,2,36.803
8,19,25,4,17.785
8,20,25,2,11.506
8,28,25,2,9.384
8,38,25,3,16.704
8,50,25,4,45.766
8,45,26,2,5.047
8,48,26,3,18.967
8,17,27,5,52.305
8,39,27,2,11.066
8,43,27,2,8.052
8,11,28,4,40.228
8,26,28,3,10.935
8,3,29,3,31.505
8,4,29,3,65.905
8,11,30,3,57.823
8,32,30,2,7.080
8,2,31,1,42.371
8,44,31,1,32.106
8,5,32,4,34.910
8,13,32,3,15.863
8,24,32,2,6.890
8,49,32,3,9.424
8,2,33,2,7.150
8,20,33,1,36.393
8,34,33,2,3.575
8,44,34,2,8.162
8,1,35,3,31.265
8,42,35,1,12.478
8,1,36,4,34.209
8,14,37,2,21.110
8,34,37,5,14.020
8,41,37,3,118.911
8,7,38,3,70.040
8,1,39,3,17.555
8,8,39,3,14.882
8,27,40,1,12.488
8,34,40,5,8.783
8,35,40,3,25.296
8,39,40,2,14.981
8,26,41,3,14.341
8,12,42,4,21.521
8,22,42,4,24.435
8,38,42,2,28.611
8,41,42,2,6.569
8,3,43,2,19.138
8,28,43,2,10.766
8,1,44,2,11.446
8,24,44,2,18.627
8,41,44,2,10.696
8,46,44,2,25.827
8,12,45,4,5.067
8,35,45,3,5.538
8,46,45,2,13.970
8,47,45,1,14.791
8,2,46,2,4.597
8,16,47,2,6.880
8,1,48,3,9.914
8,18,48,3,59.675
8,24,48,4,51.615
8,33,48,3,23.945
8,43,48,2,18.527
8,50,48,2,2.454
8,28,49,3,48.479
8,46,49,2,27.469
8,7,50,3,9.643
8,11,50,2,21.050
8,27,50,2,9.454
8,30,50,2,7.871
8,33,50,3,26.978
8,39,50,4,9.333
9,13,1,1,75.038
9,39,2,4,36.052
9,50,2,1,28.872
9,13,3,2,18.917
9,27,3,3,21.501
9,32,3,2,8.703
9,50,3,3,59.906
9,31,4,3,18.817
9,44,4,3,9.163
9,10,5,5,17.115
9,27,5,4,6.479
9,31,5,2,8.713
9,39,5,3,83.650
9,45,5,2,30.764
9,47,6,1,67.968
9,49,6,2,17.816
9,18,7,1,15.983
9,26,7,2,12.458
9,37,8,1,42.171
9,41,8,3,18.327
9,49,8,1,9.163
9,11,9,3,10.475
9,20,9,1,77.982
9,37,9,2,5.829
9,39,9,1,10.535
9,4,10,3,52.816
9,15,10,1,18.577
9,36,10,5,54.358
9,22,11,3,23.063
9,26,12,3,20.239
9,3,16,4,37.203
9,10,16,5,32.397
9,23,16,5,16.133
9,41,16,1,30.434
9,30,17,3,9.023
9,34,17,1,23.143
9,42,17,2,13.940
9,2,18,3,16.023
9,6,19,5,4.316
9,26,19,1,11.126
9,49,19,2,62.660
9,16,22,2,17.896
9,39,22,1,8.863
9,19,24,4,8.242
9,46,24,3,29.332
9,3,25,2,19.148
9,43,25,4,10.715
9,25,26,5,16.273
9,1,28,2,14.811
9,26,29,5,9.243
9,31,29,1,58.704
9,8,30,1,14.421
9,33,30,1,31.185
9,39,30,2,6.970
9,45,30,5,10.595
9,11,31,1,9.093
9,20,32,3,8.843
9,45,32,1,10.935
9,9,33,1,5.188
9,29,33,1,14.971
9,31,33,1,11.317
