DBpedia_URI	cluster	DBpedia_URI_Base32
http://dbpedia.org/resource/Hendrix_College	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDFNZSHE2LYL5BW63DMMVTWK===
http://dbpedia.org/resource/John_Brown_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6STPNBXF6QTSN53W4X2VNZUXMZLSONUXI6I=
http://dbpedia.org/resource/University_of_Arkansas_at_Little_Rock	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUC4TLMFXHGYLTL5QXIX2MNF2HI3DFL5JG6Y3L
http://dbpedia.org/resource/Ouachita_Baptist_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3VMFRWQ2LUMFPUEYLQORUXG5C7KVXGS5TFOJZWS5DZ
http://dbpedia.org/resource/Williams_Baptist_College	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3JNRWGSYLNONPUEYLQORUXG5C7INXWY3DFM5SQ====
http://dbpedia.org/resource/Southern_Arkansas_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3POV2GQZLSNZPUC4TLMFXHGYLTL5KW42LWMVZHG2LUPE======
http://dbpedia.org/resource/University_of_Arkansas	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUC4TLMFXHGYLT
http://dbpedia.org/resource/Harding_University_High_School	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDBOJSGS3THL5KW42LWMVZHG2LUPFPUQ2LHNBPVGY3IN5XWY===
http://dbpedia.org/resource/Grand_Canyon_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3SMFXGIX2DMFXHS33OL5KW42LWMVZHG2LUPE======
http://dbpedia.org/resource/Arizona_State_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLSNF5G63TBL5JXIYLUMVPVK3TJOZSXE43JOR4Q====
http://dbpedia.org/resource/Northern_Arizona_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTPOJ2GQZLSNZPUC4TJPJXW4YK7KVXGS5TFOJZWS5DZ
http://dbpedia.org/resource/University_of_Arizona	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUC4TJPJXW4YI=
http://dbpedia.org/resource/Azusa_Pacific_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QL2OVZWCX2QMFRWSZTJMNPVK3TJOZSXE43JOR4Q====
http://dbpedia.org/resource/Biola_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTJN5WGCX2VNZUXMZLSONUXI6I=
http://dbpedia.org/resource/California_Institute_of_Technology	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BNRUWM33SNZUWCX2JNZZXI2LUOV2GKX3PMZPVIZLDNBXG63DPM54Q====
http://dbpedia.org/resource/California_State_University,_Fullerton	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BNRUWM33SNZUWCX2TORQXIZK7KVXGS5TFOJZWS5DZFRPUM5LMNRSXE5DPNY======
http://dbpedia.org/resource/California_State_University,_East_Bay	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BNRUWM33SNZUWCX2TORQXIZK7KVXGS5TFOJZWS5DZFRPUKYLTORPUEYLZ
http://dbpedia.org/resource/California_State_University,_Long_Beach	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BNRUWM33SNZUWCX2TORQXIZK7KVXGS5TFOJZWS5DZFRPUY33OM5PUEZLBMNUA====
http://dbpedia.org/resource/California_State_University,_Dominguez_Hills	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BNRUWM33SNZUWCX2TORQXIZK7KVXGS5TFOJZWS5DZFRPUI33NNFXGO5LFPJPUQ2LMNRZQ====
http://dbpedia.org/resource/California_State_University,_Chico	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BNRUWM33SNZUWCX2TORQXIZK7KVXGS5TFOJZWS5DZFRPUG2DJMNXQ====
http://dbpedia.org/resource/California_State_University,_Fresno	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BNRUWM33SNZUWCX2TORQXIZK7KVXGS5TFOJZWS5DZFRPUM4TFONXG6===
http://dbpedia.org/resource/Humboldt_State_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDVNVRG63DEORPVG5DBORSV6VLONF3GK4TTNF2HS===
http://dbpedia.org/resource/San_Diego_State_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3BNZPUI2LFM5XV6U3UMF2GKX2VNZUXMZLSONUXI6I=
http://dbpedia.org/resource/San_Jose_State_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3BNZPUU33TMVPVG5DBORSV6VLONF3GK4TTNF2HS===
http://dbpedia.org/resource/Sonoma_State_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3PNZXW2YK7KN2GC5DFL5KW42LWMVZHG2LUPE======
http://dbpedia.org/resource/Chapman_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3IMFYG2YLOL5KW42LWMVZHG2LUPE======
http://dbpedia.org/resource/Claremont_McKenna_College	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3MMFZGK3LPNZ2F6TLDJNSW43TBL5BW63DMMVTWK===
http://dbpedia.org/resource/Harvey_Mudd_College	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDBOJ3GK6K7JV2WIZC7INXWY3DFM5SQ====
http://dbpedia.org/resource/Pitzer_College	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDJOR5GK4S7INXWY3DFM5SQ====
http://dbpedia.org/resource/Pomona_College	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDPNVXW4YK7INXWY3DFM5SQ====
http://dbpedia.org/resource/Scripps_College	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3DOJUXA4DTL5BW63DMMVTWK===
http://dbpedia.org/resource/Notre_Dame_of_Maryland_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTPORZGKX2EMFWWKX3PMZPU2YLSPFWGC3TEL5KW42LWMVZHG2LUPE======
http://dbpedia.org/resource/Holy_Names_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDPNR4V6TTBNVSXGX2VNZUXMZLSONUXI6I=
http://dbpedia.org/resource/University_of_La_Verne	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUYYK7KZSXE3TF
http://dbpedia.org/resource/Mills_College	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLJNRWHGX2DN5WGYZLHMU======
http://dbpedia.org/resource/Occidental_College	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3DMNUWIZLOORQWYX2DN5WGYZLHMU======
http://dbpedia.org/resource/Pacific_Union_College	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDBMNUWM2LDL5KW42LPNZPUG33MNRSWOZI=
http://dbpedia.org/resource/Point_Loma_Nazarene_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDPNFXHIX2MN5WWCX2OMF5GC4TFNZSV6VLONF3GK4TTNF2HS===
http://dbpedia.org/resource/Pepperdine_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDFOBYGK4TENFXGKX2VNZUXMZLSONUXI6I=
http://dbpedia.org/resource/Saint_Mary's_College_of_California	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3BNFXHIX2NMFZHSJ3TL5BW63DMMVTWKX3PMZPUGYLMNFTG64TONFQQ====
http://dbpedia.org/resource/Stanford_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3UMFXGM33SMRPVK3TJOZSXE43JOR4Q====
http://dbpedia.org/resource/University_of_California,_Berkeley	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUGYLMNFTG64TONFQSYX2CMVZGWZLMMV4Q====
http://dbpedia.org/resource/University_of_California,_Davis	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUGYLMNFTG64TONFQSYX2EMF3GS4Y=
http://dbpedia.org/resource/University_of_California,_Irvine	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUGYLMNFTG64TONFQSYX2JOJ3GS3TF
http://dbpedia.org/resource/University_of_California,_Los_Angeles	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUGYLMNFTG64TONFQSYX2MN5ZV6QLOM5SWYZLT
http://dbpedia.org/resource/University_of_California,_Riverside	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUGYLMNFTG64TONFQSYX2SNF3GK4TTNFSGK===
http://dbpedia.org/resource/University_of_California,_San_Diego	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUGYLMNFTG64TONFQSYX2TMFXF6RDJMVTW6===
http://dbpedia.org/resource/University_of_California,_San_Francisco	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUGYLMNFTG64TONFQSYX2TMFXF6RTSMFXGG2LTMNXQ====
http://dbpedia.org/resource/University_of_California,_Santa_Barbara	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUGYLMNFTG64TONFQSYX2TMFXHIYK7IJQXEYTBOJQQ====
http://dbpedia.org/resource/University_of_California,_Santa_Cruz	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUGYLMNFTG64TONFQSYX2TMFXHIYK7INZHK6Q=
http://dbpedia.org/resource/University_of_Redlands	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPVEZLENRQW4ZDT
http://dbpedia.org/resource/University_of_San_Francisco	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPVGYLOL5DHEYLOMNUXGY3P
http://dbpedia.org/resource/Santa_Clara_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3BNZ2GCX2DNRQXEYK7KVXGS5TFOJZWS5DZ
http://dbpedia.org/resource/University_of_Southern_California	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPVG33VORUGK4TOL5BWC3DJMZXXE3TJME======
http://dbpedia.org/resource/University_of_the_Pacific_(Peru)	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPXI2DFL5IGCY3JMZUWGXZIKBSXE5JJ
http://dbpedia.org/resource/Westmont_College	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3FON2G233OORPUG33MNRSWOZI=
http://dbpedia.org/resource/Whittier_College	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3INF2HI2LFOJPUG33MNRSWOZI=
http://dbpedia.org/resource/Woodbury_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3PN5SGE5LSPFPVK3TJOZSXE43JOR4Q====
http://dbpedia.org/resource/California_State_University,_Bakersfield	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BNRUWM33SNZUWCX2TORQXIZK7KVXGS5TFOJZWS5DZFRPUEYLLMVZHGZTJMVWGI===
http://dbpedia.org/resource/University_of_San_Diego	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPVGYLOL5CGSZLHN4======
http://dbpedia.org/resource/Loyola_Marymount_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDPPFXWYYK7JVQXE6LNN52W45C7KVXGS5TFOJZWS5DZ
http://dbpedia.org/resource/Adams_State_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLEMFWXGX2TORQXIZK7KVXGS5TFOJZWS5DZ
http://dbpedia.org/resource/Colorado_College	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PNRXXEYLEN5PUG33MNRSWOZI=
http://dbpedia.org/resource/University_of_Northern_Colorado	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPU433SORUGK4TOL5BW63DPOJQWI3Y=
http://dbpedia.org/resource/Colorado_State_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PNRXXEYLEN5PVG5DBORSV6VLONF3GK4TTNF2HS===
http://dbpedia.org/resource/Fort_Lewis_College	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTPOJ2F6TDFO5UXGX2DN5WGYZLHMU======
http://dbpedia.org/resource/Colorado_Mesa_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PNRXXEYLEN5PU2ZLTMFPVK3TJOZSXE43JOR4Q====
http://dbpedia.org/resource/Regis_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTFM5UXGX2VNZUXMZLSONUXI6I=
http://dbpedia.org/resource/University_of_Colorado_Boulder	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUG33MN5ZGCZDPL5BG65LMMRSXE===
http://dbpedia.org/resource/University_of_Denver	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUIZLOOZSXE===
http://dbpedia.org/resource/Western_State_Colorado_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3FON2GK4TOL5JXIYLUMVPUG33MN5ZGCZDPL5KW42LWMVZHG2LUPE======
http://dbpedia.org/resource/University_of_Colorado_Denver	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUG33MN5ZGCZDPL5CGK3TWMVZA====
http://dbpedia.org/resource/Albertus_Magnus_College	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLMMJSXE5DVONPU2YLHNZ2XGX2DN5WGYZLHMU======
http://dbpedia.org/resource/Connecticut_College	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PNZXGKY3UNFRXK5C7INXWY3DFM5SQ====
http://dbpedia.org/resource/Fairfield_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTBNFZGM2LFNRSF6VLONF3GK4TTNF2HS===
http://dbpedia.org/resource/University_of_New_Haven	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPU4ZLXL5EGC5TFNY======
http://dbpedia.org/resource/Quinnipiac_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6ULVNFXG42LQNFQWGX2VNZUXMZLSONUXI6I=
http://dbpedia.org/resource/Sacred_Heart_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3BMNZGKZC7JBSWC4TUL5KW42LWMVZHG2LUPE======
http://dbpedia.org/resource/University_of_Saint_Joseph_(Connecticut)	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPVGYLJNZ2F6STPONSXA2C7FBBW63TOMVRXI2LDOV2CS===
http://dbpedia.org/resource/Trinity_College_(Connecticut)	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDSNFXGS5DZL5BW63DMMVTWKXZIINXW43TFMN2GSY3VOQUQ====
http://dbpedia.org/resource/University_of_Bridgeport	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUE4TJMRTWK4DPOJ2A====
http://dbpedia.org/resource/University_of_Hartford	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUQYLSORTG64TE
http://dbpedia.org/resource/Wesleyan_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3FONWGK6LBNZPVK3TJOZSXE43JOR4Q====
http://dbpedia.org/resource/Yale_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6WLBNRSV6VLONF3GK4TTNF2HS===
http://dbpedia.org/resource/American_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLNMVZGSY3BNZPVK3TJOZSXE43JOR4Q====
http://dbpedia.org/resource/The_Catholic_University_of_America	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDIMVPUGYLUNBXWY2LDL5KW42LWMVZHG2LUPFPW6ZS7IFWWK4TJMNQQ====
http://dbpedia.org/resource/Gallaudet_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3BNRWGC5LEMV2F6VLONF3GK4TTNF2HS===
http://dbpedia.org/resource/George_Washington_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3FN5ZGOZK7K5QXG2DJNZTXI33OL5KW42LWMVZHG2LUPE======
http://dbpedia.org/resource/Georgetown_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3FN5ZGOZLUN53W4X2VNZUXMZLSONUXI6I=
http://dbpedia.org/resource/Howard_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDPO5QXEZC7KVXGS5TFOJZWS5DZ
http://dbpedia.org/resource/Trinity_College_(Connecticut)	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDSNFXGS5DZL5BW63DMMVTWKXZIINXW43TFMN2GSY3VOQUQ====
http://dbpedia.org/resource/Delaware_State_University	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDFNRQXOYLSMVPVG5DBORSV6VLONF3GK4TTNF2HS===
http://dbpedia.org/resource/Goldey-Beacom_College	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3PNRSGK6JNIJSWCY3PNVPUG33MNRSWOZI=
http://dbpedia.org/resource/University_of_Delaware	1	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUIZLMMF3WC4TF
